[debug] 2008.12.06 16:56:34 UTC, , line 40:  request processing started, logger initialized
[debug] 2008.12.06 16:56:34 UTC, PgConnection->connect, line 91:  database connection successful
[debug] 2008.12.06 16:56:36 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO openid_entry DO SELECT currval('openid_entry_openid_id_seq') AS id" (0.00325298309326 sec)
[debug] 2008.12.06 16:56:36 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='forum_group'" (0.00762104988098 sec)
[debug] 2008.12.06 16:56:36 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO forum_group DO SELECT currval('forum_group_group_id_seq') AS id" (0.0185639858246 sec)
[debug] 2008.12.06 16:56:36 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='forum_category'" (0.00971388816833 sec)
[debug] 2008.12.06 16:56:36 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO forum_category DO SELECT currval('forum_category_category_id_seq') AS id" (0.00319194793701 sec)
[debug] 2008.12.06 16:56:36 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='forum_thread'" (0.00923299789429 sec)
[debug] 2008.12.06 16:56:36 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO forum_thread DO SELECT currval('forum_thread_thread_id_seq') AS id" (0.00318717956543 sec)
[debug] 2008.12.06 16:56:36 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='forum_post'" (0.00831389427185 sec)
[debug] 2008.12.06 16:56:36 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO forum_post DO SELECT currval('forum_post_post_id_seq') AS id" (0.00314402580261 sec)
[debug] 2008.12.06 16:56:36 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='forum_post_revision'" (0.0090651512146 sec)
[debug] 2008.12.06 16:56:36 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO forum_post_revision DO SELECT currval('forum_post_revision_revision_id_seq') AS id" (0.00340986251831 sec)
[debug] 2008.12.06 16:56:36 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='forum_settings'" (0.00857996940613 sec)
[debug] 2008.12.06 16:56:36 UTC, PgConnection->query, line 109:  executed query "SELECT column_name  FROM information_schema.columns WHERE table_schema='public' AND table_name='front_forum_feed'" (0.00710606575012 sec)
[debug] 2008.12.06 16:56:36 UTC, PgConnection->query, line 109:  executed query "CREATE OR REPLACE RULE get_pkey_on_insert AS ON INSERT TO front_forum_feed DO SELECT currval('front_forum_feed_feed_id_seq') AS id" (0.00252985954285 sec)
[debug] 2008.12.06 16:56:36 UTC, PgConnection->query, line 109:  executed query "COMMIT" (0.022155046463 sec)
